indicator,state,year,value,source_title,source_url,reporting_period,reporting_org,notes,verified_on
unemployment-rate-rural,Puducherry,2022,59.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,Puducherry,2023,19.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,1993,12.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,1999,15.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2004,17.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2009,16.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2011,17.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2017,53.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2018,50.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2019,40.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2020,33.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2021,33.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2022,24.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-rural,India,2023,25.0,"RBI Handbook of Statistics on Indian States, Table 8: State-wise Unemployment Rate, Usual Status Adjusted (Rural Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,1993,30.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,1999,39.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2004,36.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2009,31.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2011,43.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2017,66.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2018,73.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2019,67.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2020,60.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2021,63.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2022,65.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Andhra Pradesh,2023,59.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,1993,26.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,1999,29.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2004,12.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2009,34.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2011,48.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2017,99.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2018,111.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2019,90.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2020,106.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2021,120.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2022,109.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Arunachal Pradesh,2023,128.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,1993,89.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,1999,97.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2004,72.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2009,52.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2011,56.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2017,63.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2018,107.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2019,87.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2020,78.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2021,94.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2022,61.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Assam,2023,74.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,1993,71.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,1999,74.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2004,64.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2009,73.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2011,56.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2017,90.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2018,105.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2019,86.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2020,96.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2021,103.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2022,77.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Bihar,2023,73.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2004,35.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2009,29.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2011,43.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2017,75.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2018,55.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2019,88.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2020,63.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2021,72.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2022,78.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Chhattisgarh,2023,76.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,1993,15.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,1999,33.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2004,48.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2009,26.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2011,35.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2017,98.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2018,108.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2019,89.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2020,63.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2021,53.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2022,17.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Delhi,2023,20.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,1993,101.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,1999,185.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
