indicator,state,year,value,source_title,source_url,reporting_period,reporting_org,notes,verified_on
infant-mortality-rate,Andaman and Nicobar Islands,2004,19.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andaman and Nicobar Islands,2005,27.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andaman and Nicobar Islands,2006,31.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andaman and Nicobar Islands,2007,34.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andaman and Nicobar Islands,2008,31.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andaman and Nicobar Islands,2009,27.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andaman and Nicobar Islands,2010,25.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2004,59.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2005,57.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2006,56.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2007,54.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2008,52.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2009,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Andhra Pradesh,2010,46.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2004,38.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2005,37.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2006,40.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2007,37.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2008,32.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2009,32.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Arunachal Pradesh,2010,31.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2004,66.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2005,68.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2006,67.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2007,66.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2008,64.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2009,61.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Assam,2010,58.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2004,61.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2005,61.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2006,60.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2007,58.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2008,56.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2009,52.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Bihar,2010,48.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2004,21.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2005,19.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2006,23.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2007,27.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2008,28.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2009,25.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chandigarh,2010,22.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2004,60.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2005,63.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2006,61.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2007,59.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2008,57.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2009,54.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Chhattisgarh,2010,51.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2004,48.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2005,42.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2006,35.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2007,34.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2008,34.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2009,37.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Dadra and Nagar Haveli,2010,38.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),RBI footnote: figures for Dadra & Nagar Haveli include Daman & Diu.,2026-08-06
infant-mortality-rate,Delhi,2004,32.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Delhi,2005,35.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Delhi,2006,37.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Delhi,2007,36.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Delhi,2008,35.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Delhi,2009,33.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Delhi,2010,30.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2004,17.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2005,16.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2006,15.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2007,13.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2008,10.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2009,11.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Goa,2010,10.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2004,53.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2005,54.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2006,53.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2007,52.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2008,50.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2009,48.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Gujarat,2010,44.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2004,61.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2005,60.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2006,57.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2007,55.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2008,54.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2009,51.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Haryana,2010,48.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2004,51.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2005,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2006,50.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2007,47.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2008,44.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2009,45.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Himachal Pradesh,2010,40.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jammu and Kashmir,2004,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jammu and Kashmir,2005,50.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jammu and Kashmir,2006,52.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jammu and Kashmir,2007,51.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jammu and Kashmir,2008,49.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
infant-mortality-rate,Jammu and Kashmir,2009,45.0,"RBI Handbook of Statistics on Indian States, Table 4: State-wise Infant Mortality Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
